Je ne suis pas ton ami.,I'm not your friend.
Je la vis avec vous.,I saw her with you.
Par ici !,Walk this way.
Ne me le dis pas.,Don't tell me.
Ce sera pour moi.,I'll treat you.
Elle en veut un.,She wants one.
Je vous l'ai déjà dit.,I already told you.
C'est la même chose pour moi.,It's the same to me.
Vous avez un problème ?,What is wrong with you?
Il sera toujours avec vous.,He will always be with you.
Il n'a rien fait.,He hasn't done anything.
Sans toi, je ne suis rien.,Without you, I am nothing.
Ce n'est pas mon problème.,That's not my concern.
Il nous faut y aller.,We have to go.
Ce n'est rien.,No prob.
Il est encore au travail.,He's still at work.
Il est grand comment ?,How big is he?
Mange tout ce que tu veux.,Eat everything you wish.
Je ne lui dis pas tout.,I didn't tell him everything.
Je n'ai pas le temps maintenant.,I don't have time right now.
Je pense qu'il faut y aller.,I think we have to go.
Viens si tu peux !,Come if you can!
Je vais y aller avec toi.,I'll go with you.
Je dois y aller.,I have to leave now.
Nous ne devons pas y aller.,We don't have to go.
Il est bon de manger.,Eating is good.
Je viens de le lui dire.,I just told him.
Je ne sais rien encore.,I don't know anything yet.
C'est bien fait.,It's well done.
Je dois lui parler.,I've got to speak to him.
Je sais tout.,I know everything.
Je ne peux faire mieux.,I can’t do any better.
J'ai le temps pour moi.,Time is on my side.
Tout le monde le sait.,Anybody knows it.
Il ne faut jamais dire jamais.,Never say never.
Je n'en ai pas.,I don't have one.
Il a plus d'argent que moi.,He has much more money than I have.
Il est trop vieux pour elle.,He's too old for her.
Vous n'avez plus besoin de moi.,You don't need me anymore.
Tu ne connais rien du monde.,You know nothing of the world.
Je veux parler.,I want to talk.
Elle a tout vu.,She saw everything.
Où est ma voiture ?,Where is my car?
J'ai vraiment besoin de te parler.,I really need to talk to you.
Il est grand et fort.,He is tall and strong.
Je ne suis pas votre fils.,I'm not your son.
J'ai un travail pour vous.,I have a job for you.
Je veux des enfants.,I want children.
Nous aussi nous sommes là.,We're here, too.
C'est ce que j'ai toujours dit.,That's what I've always said.
Nous y avons tous été.,We've all been there.
Je veux voir votre mère.,I want to see your mother.
Vous en avez eu assez.,You've had enough.
C'est pour toi.,This is for you.
Je pense que je comprends.,I think I understand.
Je pense que c'est mieux.,I think that's best.
Je suis déjà pris.,I have a prior engagement.
Elle ne dit rien.,She said nothing.
Tu peux venir à la maison.,You can come home.
Je vais au travail.,I go to work.
Il ne s'en va pas.,He's not going.
Je veux leur parler à tous.,I want to talk to all of them.
Il était temps de partir.,It was time to leave.
Il nous faut mieux faire.,We have to do better.
Elle l'a fait de nouveau.,She did it again.
J'ai encore besoin de te parler.,I still need to talk to you.
Je n'en ai même pas.,I don't even have one.
Je serai toujours là pour vous.,I'll always be there for you.
C'est un livre.,This is a book.
Elle a peur de la nuit.,She is afraid of the dark.
Elle est bonne.,She's good.
Nous n'avons pas besoin de lui.,We don't need him.
Je pense que tout est prêt.,I think everything is ready.
À qui sont ces livres ?,Whose books are these?
À qui est ce sac ?,Whose bag is this?
Elle a l'air de venir.,She is likely to come.
Je sais comment faire.,I know how to do it.
Tu veux cela, non ?,You do want that, don't you?
Elle n'a personne à qui parler.,She has no one to speak to. ]
C'est ce livre.,It's this book.
Je sais déjà.,I already know.
Il est père de trois enfants.,He is the father of three children.
Comment va votre travail ?,How's your job?
Je suis perdu.,I am lost.
Je ne connais aucun des deux.,I don't know either of them.
Vous avez été mon ami.,You were my friend.
Je veux jouer, moi aussi.,I want to play, too.
Il n'en veut pas.,He doesn't want it.
Je suis ton frère.,I'm your brother.
Comment s'est passé votre été ?,How was your summer?
Il vous faut partir.,You have to go.
Je voulais vous le dire.,I wanted to tell you.
Je suis toujours à l'école.,I'm still in school.
Je le fais pour ma famille.,I'm doing this for my family.
Il veut beaucoup cela.,He wants that a lot.
Il s'est acheté un chien.,He bought himself a dog.
Où est ton frère ?,Where is your brother?
Soyez vu par moi !,Be seen by me!
Je suis nouveau ici.,I am new here.
C'est vraiment une bonne fille.,She is a really good girl.
Il est prêt à y aller.,He's ready to go.
Personne ne le fait mieux.,Nobody does it better.
C'est comme ça.,That's the way it is.
Je veux simplement être son ami.,I just want to be her friend.
Je le préfère comme ça.,I prefer it that way.
Vous voulez vraiment dire cela ?,Do you really mean that?
Je n'aime pas trop le café.,I don't care much for coffee.
Ça ne semble pas trop difficile.,It doesn't look too hard.
Il te faut aller à l'école.,You must go to school.
Nous n'avons pas besoin de toi.,We don't need you.
Vous avez l'air d'une fille.,You look like a girl.
Il était très vieux.,He was very old.
Vous êtes un être mauvais.,You are a bad person.
Il a l'air beaucoup mieux maintenant.,He looks much better now.
Elle m'a pris pour mon frère.,She mistook me for my brother.
Tout le monde est heureux.,Everybody's happy.
Il n'a pas parlé du tout.,He did not speak at all.
J'ai quelque chose à vous dire.,There's something I have to tell you.
Je vais le voir demain.,I'm going to see him tomorrow.
Ça ne me regarde pas.,This doesn't concern me.
Je vais maintenant y aller.,I'm going to go now.
Je veux en voir davantage.,I want to see more.
Il avait une fille.,He had one daughter.
Elle n'a rien dit.,She did not say anything.
Je me sens mal.,I feel sick.
C'est bon et c'est petit.,It is good and is small.
Elle m'a dit où aller.,She told me where to go.
Je serai toujours là pour toi.,I'll always be there for you.
Je ne veux pas ton boulot.,I don't want your job.
Fais juste de ton mieux.,Just do your best.
C'est assez grand ?,Is it large enough?
N'en parle à personne !,Don't talk to anybody about this.
Il ne l'a jamais plus vue.,He never saw her again.
Je déteste ça.,I hate that.
Qui sont vos parents ?,Who are your parents?
Je dois faire le petit déjeuner.,I have to prepare the breakfast.
Je n'ai pas demandé ça.,I didn't ask for this.
Je veux faire ceci.,I want to do this.
Je vais prendre ma voiture.,I'm going to take my car.
Elle parle beaucoup.,She talks a lot.
Je le connais mieux que personne.,I know him better than anybody.
J'ai quelque chose que vous voulez.,I have something you want.
Je vous en prie !,Oh please!
Tu n'es pas ma mère.,You're not my mother.
Ce sont des gens.,These are people.
Il reste encore beaucoup à faire.,Much still remains to be done.
Je ne suis pas une enfant.,I'm not a child.
Je suis juste derrière lui.,I'm right behind him.
Mais en fait c'est très fort.,But it's very strong actually.
À qui est ce vélo ?,Whose is this bicycle?
En un sens, c'est vrai.,It is true in a sense.
En fait, c'est vrai.,As a matter of fact, it is true.
Je ne l'ai pas vue.,I didn’t see her.
J'ai toujours été là.,I've always been here.
Tout va bien maintenant.,Everything is all right now.
Pour qui tu te prends?,Who do you think you are?
Je vous vis.,I saw you.
Je me souviens de vous.,I remember you.
Il était juste derrière moi.,He was just behind me.
Personne ici n'a de voiture.,No one here has a car.
Ils ne sont pas tous heureux.,Not all of them are happy.
Je ne peux rien manger aujourd'hui.,I cannot eat anything today.
Je déteste cette voiture.,I hate this car.
Il est gentil avec moi.,He's kind to me.
Soyez un homme !,Be a man.
Ne me parlez pas comme ça.,Don't talk to me like that.
Il ne se rappelle de rien.,He doesn't remember anything.
Il fait bon ce soir.,The weather is nice tonight.
Je suis vraiment très occupé.,I really am very busy.
Ils en sont presque là.,They're almost here.
Je ne parle pas ainsi.,I don't talk like that.
Vous devriez aller lui parler.,You should go talk to her.
Il y travaille.,He's working on it.
J'ai beaucoup appris de vous.,I learned a lot from you.
Nous n'avons pas assez de temps.,We don't have enough time.
Ce n'est pas mon sac.,This isn't my bag.
Il me faut savoir.,I need to know.
Tu as un beau nom.,You have a beautiful name.
Je me sens bien mieux aujourd'hui.,I feel a lot better today.
Je veux un peu de gâteau.,I want some cake.
Elle a acheté une nouvelle voiture.,She bought a new car.
Quel est votre nom ?,What is your name?
C'est vieux comme le monde.,It's as old as the hills.
Il ne chante pas très bien.,He doesn't sing very well.
Moi j'ai besoin de savoir.,I need to know.
Il a été aimé de tous.,He has been loved by all.
Il est meilleur que moi.,He's better than I.
C'est très gentil à vous.,That's very sweet of you.
Je suis très heureux maintenant.,I'm very happy now.
Je n'ai pas encore mangé.,I haven't eaten yet.
Tu dis toujours ça.,You're always saying that.
Qui a fait cette boîte ?,Who made this box?
Je ne veux pas entendre ça.,I don't want to hear it.
Je connais cette fille.,I know the girl.
Ce monde est difficile.,This world is difficult.
Je suis sûr de son nom.,I'm sure about his name.
Ne me fais pas attendre !,Don't make me wait!
Je sais qu'elle sait.,I know that she knows.
On y est.,Here we are.
J'ai beaucoup pensé à vous.,I thought about you a lot.
Ce sont mes livres.,Those books are mine.
Je me souviens de tout.,I remember everything.
Il se trouve juste derrière vous.,He's right behind you.
Je pensais être trop jeune.,I thought I was too young.
Tu as mangé ?,Have you eaten?
Ne t'en fais pas !,Don't worry about it.
Je pensais te trouver ici.,I thought I'd find you here.
C'est une bonne personne.,He's a good person.
Elle a eu une vie difficile.,She's had a hard life.
Tu devrais aller à l'école.,You should get to school.
Vous avez l'air très fatigué.,You look very tired.
Je me sens mieux, maintenant.,I feel better now.
C'est un garçon.,This is a boy.
Je me trouve juste derrière lui.,I'm right behind him.
Ne me laisse pas seul !,Don't leave me by myself!
Il veut parler.,He wants to speak.
La vie est belle.,Life is beautiful.
Je ne savais pas.,I didn't know that.
Je pense que vous devriez nager.,I think you should swim.
Tu as vraiment beaucoup de chance.,You're very fortunate.
Il a besoin d'être seul.,He needs to be alone.
Je rêve de vous assez souvent.,I dream about you quite often.
Je ne veux pas dîner.,I don't want dinner.
Il ressemble beaucoup à son père.,He closely resembles his father.
Il me doit beaucoup d'argent.,He owes me a lot of money.
Il a lu le livre hier.,He read the book yesterday.
Je ne comprends pas ce mot.,I don't understand this word.
Ta sœur est belle comme toujours.,Your sister is beautiful as ever.
Le vélo est à moi.,The bike's mine.
C'est une très bonne question.,That is a very good question.
C'est on ne peut mieux.,It could not be better.
Vous devez vraiment voir ce film.,You really must see that movie.
J'ai encore des choses à faire.,I still have things left to do.
Tu sais où me trouver.,You know where to find me.
Je n'ai pas besoin de médecin.,I don't need a doctor.
Je te comprends.,I understand you.
Personne n'était à la maison.,Nobody was home.
C'est vous qui l'avez fait !,You did it!
Je sais ce que je ferais.,I know what I'd do.
Je veux une chambre avec vue.,I want a room with a view.
Tu m'as dit quelque chose.,You've told me something.
Il n'en fut pas toujours ainsi.,It was not always this way.
Elle n'a pas voulu le faire.,She didn't want to do it.
Comme vous voulez.,Whatever you say.
Le train vient de partir.,The train has just left.
Ce ne sont que des étudiants.,They're just students.
Ils ont très peu pour vivre.,They have very little to live on.
Personne n'a été d'accord avec lui.,No one agreed with him.
est très difficile.,Translating languages is very difficult.
Il a peu d'argent.,He has little money.
Je connais votre problème.,I know your problem.
Je n'ai pas pu la trouver.,I couldn't find it.
Personne n'y va plus.,No one goes there anymore.
Je vous dois un dîner.,I owe you a dinner.
Il a fini son petit déjeuner.,He finished breakfast.
Il est aimé de tous.,He is liked by everybody.
Vous devez aller à l'école.,You must go to school.
Je suis celui qui l'a rencontré.,I'm the one who met him.
Il fait nuit.,It's night.
Il est plein aux as.,He's loaded.
Je suis beau.,I'm beautiful.
Vous êtes allé trop loin.,You have gone too far.
J'ai besoin de plus de pouvoir.,I need more power.
Elle est si jeune.,She's so young.
Je n'ai pas de chance.,I have no luck.
Je ne me rappelle rien.,I don't remember a thing.
Tu aurais dû le voir !,You should have seen him.
Ce travail m'a beaucoup demandé.,That job took a lot out of me.
Il est arrivé ici maintenant.,He has arrived here now.
Je sais où partir.,I know where to go.
J'ai des choses à faire.,I've got things to do.
J'ai du temps.,I have some time.
Il travaille avec moi au bureau.,He works with me at the office.
Je suis allé à l'école, hier.,I went to school yesterday.
Personne ne vous l'a demandé.,No one asked you.
Vous êtes tellement gentil !,You're so sweet.
Je me souviens avoir dit ça.,I remember saying that.
Il l'a fait pour l'argent.,He did it for the money.
On le sait déjà.,That is old news.
Plutôt lui que moi.,Better him than me.
Je vous ai toujours aimé.,I've always loved you.
Elle lui a donné beaucoup d'argent.,She gave him a lot of money.
Je l'ai déjà rencontré.,I have met him before.
Elle a l'air jeune.,She looks young.
J'étais à la maison.,I was at home.
Mon travail n'est pas encore terminé.,My work is not complete yet.
Ne sois pas un mauvais garçon.,Don't be a bad boy.
J'ai une maison.,I have a house.
Tu dois venir.,You have to come.
Ce sac n'est pas petit.,This bag is not small.
Je pense que ça marche.,I think it works.
Je serai dans ma chambre.,I'm going to be in my room.
J'ai oublié qui avait dit ça.,I forgot who said that.
Tu as quelques livres.,You have some books.
Il fait trop la fête.,He parties too much.
Je ne m'en souviens pas.,I don't remember it.
Je compte sur toi.,I'm counting on you.
Il a ouvert la porte.,He pulled open the door.
Je n'ai pas de plan.,I don't have a plan.
Ce n'est pas une mauvaise idée.,That's not a bad idea.
Personne ne te le demande.,No one is asking you.
Ne lui fais pas confiance.,Don't trust him.
J'ai une voiture.,I have a car.
Elle me rappelle beaucoup sa mère.,She reminds me very much of her mother.
Je n'ai presque plus d'argent, maintenant.,I have almost no money now.
C'était trop difficile pour moi.,It was too difficult for me.
La nuit ne fait que commencer.,The night's still young.
Je suis en colère après vous.,I'm mad at you.
Il sera bientôt là.,He'll be here soon.
Cela va sans dire.,That goes without saying.
Vous êtes mes amis.,You are my friends.
J'ai peur de la mort.,I am afraid of death.
Tu aurais dû faire comme ça.,You should have done so.
Cette phrase ne veut rien dire.,This sentence doesn't mean anything.
Il sait assez bien lire.,He can read well enough.
Je vous laisse partir.,I'm letting you go.
Je lui ai donné quelques livres.,I gave him a few books.
Il est toujours occupé.,He is busy all the time.
Vous êtes le meilleur.,You're the greatest.
Il n'y avait personne.,There was nobody there.
Il est tellement jeune.,He's so young.
Il voulait venir avec nous.,He wanted to come with us.
Ne te soucie pas de moi.,Don't worry about me.
J'ai oublié qui l'a dit.,I forget who said it.
Regarde cette femme là !,Check out that woman!
Vous devez trouver du travail.,You must find work.
Vous avez été mon amie.,You were my friend.
C'est tellement bon.,This is so good.
Il a refusé de le voir.,He turned a blind eye.
J'ai tout vu.,I've seen it all.
Elle a beaucoup de vêtements.,She has quite a lot of clothes.
Je parle de mon amie.,I speak of my friend.
C'est vous le professeur.,You're the teacher.
Je lui dis bonne nuit.,I bade good night to her.
C'est le temps d'aller à l'école.,It's time to go to school.
Je pense qu'il va être malade.,I think he's going to be sick.
Qui t'a donné ça ?,Who gave you this?
Elle a fait ses devoirs.,She's done her homework.
Ils sont juste derrière toi.,They're right behind you.
Je comprends votre problème.,I understand your problem.
Où se trouve l'école ?,Where is the school?
Je n'ai pas toute la journée.,I don't have all day.
Quelqu'un a demandé après vous.,Someone asked for you.
Elle a assez d'argent.,She has enough money.
Il a l'air gentil.,He seems kind.
Je vous le ferai savoir.,I'll let you know.
Tout le monde devrait partir.,Everyone should go.
Il veut partir.,He wants to go.
Nous avons tout essayé.,We have tried everything.
J'ai eu un mal de tête.,I had a headache.
Je n'ai rien fait des vacances.,I did nothing during the holidays.
Ça reste à voir.,That remains to be seen.
Il parle comme s'il savait tout.,He talks as if he knew everything.
Tu fais trop la fête.,You party too much.
Je n'en ai pas terminé.,I'm not done.
Elle a l'air fatigué.,She seems tired.
Mon frère parle très vite.,My brother speaks very fast.
Il sera un bon professeur.,He will be a good teacher.
Tu dois essayer !,You have to try!
Il m'a pris par la main.,He took me by the hand.
Je suis très content de toi.,I am quite pleased with you.
C'est notre maison.,That's our house.
Je mange ici.,I eat here.
Je n'ai jamais entendu sa chanson.,I have never heard her sing.
Elle a dit qu'elle était heureuse.,She said that she was happy.
J'ai perdu ma confiance en lui.,I lost my trust in him.
Personne n'y travaille plus.,No one works there anymore.
Nous avons été amis.,We have been friends.
Je n'ai rien appris du professeur.,I learned nothing from the teacher.
Ne te soucie de rien !,Don't worry about a thing.
Tu y as réussi !,You made it!
Elle doit rester ici.,She has had to stay here.
J'ai écrit le livre.,I wrote the book.
Vous êtes plutôt bonne.,You're pretty good.
Je pris soin de son chat.,I took care of her cat.
Tu peux rester jusqu'à ce soir.,You can stay till tonight.
Je veux savoir qui l'a commencé.,I want to know who started it.
Elle est nouvelle en ville.,She's new in town.
Il ne pleut presque jamais, ici.,It hardly ever rains there.
Elle lui a demandé de l'argent.,She asked him for some money.
Il a dormi dans la voiture.,He slept in the car.
J'ai pensé à toi.,I've been thinking about you.
Il est trop fatigué pour étudier.,He is too tired to study.
Il fait très froid aujourd'hui.,It is very cold today.
Tu peux ouvrir la porte ?,Do you mind opening the door?
Je peux m'en sortir.,I can handle it.
Elle croit tout ce qu'il dit.,She believes whatever he says.
Tu as l'air heureuse, aujourd'hui !,You look happy today.
Ne faites pas de bruit !,Don't make noise!
C'est mon ami.,He's my friend.
Tu peux garder le livre.,You may keep the book.
Ce fut entièrement pour rien.,It was all for nothing.
Vous n'êtes pas satisfait, si ?,You're not satisfied, are you?
Son frère s'est perdu en ville.,His brother was lost in the town.
Il aime que je fasse ça.,He likes it when I do that.
Votre frère est très en colère.,Your brother is very angry.
Le français est difficile à apprendre.,French is difficult to learn.
Ils ont déjà terminé le travail.,They have already finished the work.
Je n'ai pas de petite amie.,I don't have a girlfriend.
J'ai mangé avec mon petit frère.,I ate with my baby brother.
Un homme doit travailler.,A man must work.
Il n'y a pas cours aujourd'hui.,There's no class today.
Elle n'avait rien à faire hier.,She had nothing to do yesterday.
Il est quelle heure là?,What is the time now?
Vous ne connaissez pas mon frère.,You don't know my brother.
Tu as ce qu'ils veulent.,You have what they want.
Je veux être seul un moment.,I want to be alone for a while.
Il n'a pas de petite amie.,He has no girlfriend.
Je veux apprendre à nager.,I want to learn how to swim.
Non, c'est tout.,No, that's all.
Il doit être fatigué.,He must be tired.
Il peut lire.,He can read.
Je ne suis pas entièrement sûr.,I'm not entirely sure.
Elle parle bien anglais.,She is a good English speaker.
Il était déjà parti.,He had already gone.
Nous devrions faire cela.,We should do that.
Il a eu l'air surpris.,He looked surprised.
Il a trois filles.,He has three daughters.
Il y a dictionnaire et dictionnaire.,There are dictionaries and dictionaries.
Je suis fière de mon père.,I'm proud of my dad.
Mon père conduit très bien.,My father drives very well.
Personne d'autre ne le peut.,Nobody else can.
Vous devez me le demander.,You have to ask me for it.
Il est plus intelligent que moi.,He is cleverer than I.
Nous devrions y aller.,We should get going.
J'ai entendu du nouveau aujourd'hui.,I heard something new today.
Elle a l'air en colère.,She sounds angry.
Tout le monde avait l'air malade.,Everybody looked sick.
Ça a pris toute la journée.,It took all day.
Je l'ai vu par la fenêtre.,I saw it from the window.
J'ai immédiatement besoin de vous.,I need you right now.
Personne n'est en vue.,No one's in sight.
Ça ira très bien pour elle.,She'll be just fine.
C'était avant et c'est maintenant.,That was then and this is now.
Je ne sais pas conduire.,I don't know how to drive.
J'ai autant de livres que lui.,I have as many books as he.
Il m'a fallu le faire aujourd'hui.,I had to do this today.
Tu as essayé.,You tried.
Tu dois travailler davantage.,You must work more.
Elle cuisine pour lui.,She cooks for him.
Je viens te chercher !,I'm coming for you!
Elle manque de confiance en elle.,She's insecure.
Je n'aime pas les pommes.,I don't like apples.
Ne le dis à quiconque !,Don't tell anybody.
Je vais vous attendre.,I can wait for you.
Vous pouvez partir demain.,You can leave tomorrow.
Ne soyez pas fou !,Don't be crazy.
Je savais que vous étiez derrière.,I knew you were behind it.
Trouve le chat.,Find the cat.
Tu ne devrais pas fumer.,You shouldn't smoke.
Je suis tellement amoureux !,I'm so in love!
Ça sera très très chaud.,It will be very very hot.
Il se sent très heureux.,He feels very happy.
Elle était jeune.,She was young.
C'est bon de te revoir !,It's good to see you again.
Je suis libre ce soir.,I'm free tonight.
Vous savez de quoi je parle.,You know what I'm talking about.
Reste avec moi.,Stay with me.
Elle est mon amie.,She's my friend.
Je parle un peu japonais.,I speak a little Japanese.
Personne n'était d'accord avec lui.,No one agreed with him.
Je n'ai aucune question.,I don't have any questions.
J'ai dû en sortir.,I had to get out of there.
Je n'aime pas ce chapeau.,I don't like this hat.
Cet homme a une boîte.,That man has one box.
Je l'ai mis sur votre bureau.,I put it on your desk.
Mon vélo est ici.,Here is my bicycle.
Je viens d'avoir un nouveau téléphone.,I just got a new phone.
Peu reste à dire.,Little remains to be said.
Il a peur de devenir malade.,He is afraid of becoming sick.
Je ne reviens pas ici.,I'm not coming back here.
Tout le monde vous apprécie.,Everybody likes you.
Vous devez venir.,You have to come.
Ce fut une mauvaise idée.,It was a bad idea.
J'ai envie de partir en voyage.,I want to go somewhere on a trip.
Je veux être médecin.,I want to be a doctor.
Il est arrivé trop tôt.,He arrived too early.
Et si je refuse ?,What if I refuse?
Je n'ai pas faim maintenant.,I'm not hungry right now.
Il m'a fallu vous voir.,I had to see you.
Elle étudie plus que jamais.,She studies as hard as ever.
Ça se lit bien.,It reads well.
Je suis occupé.,I'm busy.
Si vous le dites.,If you say so.
Un étudiant veut te voir.,A student wants to see you.
Je donne ma langue au chat.,I give in.
Aujourd'hui, il fait très chaud.,It is very hot today.
Elle vous regarde.,She's looking at you.
Il t'aime vraiment très fort.,He loves you very much.
Je n'aime pas boire du café.,I don't like to drink coffee.
Qui vous enseigne le français ?,Who teaches you French?
Je n'ai jamais vu autant d'argent.,I had never seen so much money.
Prends une chambre !,Get a room.
Je veux simplement des vacances.,I just want a vacation.
Comme je suis content !,How glad I am!
Je veux vous rendre heureuse.,I want to make you happy.
Quelqu'un a volé ma voiture.,Somebody stole my car.
Point n'est besoin de le dire.,That goes without saying.
Non, je suis anglais.,No, I am English.
Je déteste ce boulot.,I hate this job.
J'ai complètement oublié son nom.,I've completely forgotten his name.
Quelqu'un a frappé à la porte.,Someone knocked on the door.
Je vais en cours en bus.,I go to school by bus.
Je veux la rendre heureuse.,I want to make her happy.
Personne ne connaît la réponse.,No one knows the answer.
Je veux en entendre davantage.,I want to hear more.
J'ai déjà fait mes devoirs.,I have already done my homework.
Il n'a pas pu être malade.,He can't have been ill.
Tu as un stylo ?,Have you got a pen?
N'y pensez même pas !,Don't even think about it.
Il a volé ma montre.,He stole my watch.
Vous ne savez même pas comment.,You don't even know how.
Je peux à peine vous entendre.,I can hardly hear you.
J'étais assez fou pour le faire.,I was fool enough to do so.
Manger ici n'est pas bon marché.,It's not cheap to eat here.
Elle avait l'air seule.,She looked lonely.
Je pensais entendre de la musique.,I thought I heard music.
Non, je suis fatigué.,No, I'm tired.
Vous devez avoir très faim maintenant.,You must be very hungry now.
J'ai plaisir à manger avec toi.,I enjoy eating with you.
Je ne l'ai pas rencontré auparavant.,I haven't met him before.
Il est plutôt beau.,He's kind of handsome.
Il te faut partir immédiatement.,You must set off at once.
Je n'avais personne à qui parler.,I had no one to talk to.
Elle te regarde.,She's looking at you.
Elle y est allée hier.,She went there yesterday.
Tu ne seras jamais seul.,You'll never be alone.
Nous l'avons tous fait.,We've all done it.
J'ai des yeux.,I have eyes.
Nous sommes presque comme des frères.,We're almost like brothers.
Je voudrais une tasse de café.,I want to have a cup of coffee.
Il me fallait le faire aujourd'hui.,I had to do this today.
C'est un gentil garçon.,He is a kind boy.
Je suis toujours prêt à mourir.,I'm always ready for death.
Je veux m'entretenir avec vous.,I want to have a word with you.
Il faut qu'on me laisse seule.,I need to be left alone.
La femme est prête.,The woman is ready.
Nous n'avons besoin de personne d'autre.,We don't need anyone else.
J'ai eu besoin d'argent.,I needed money.
C'est trop peu, trop tard.,It's too little, too late.
Le chat est sous la table.,The cat is under the table.
Un chat est sous la table.,Under the table is a cat.
Je pense que tu devrais écouter.,I think you ought to listen.
Elle n'a pas de honte.,She has no shame.
Je ne suis absolument pas surpris.,I am not in the least surprised.
Quel est ton meilleur prix ?,What's your best price?
Il me faut changer.,I have to change.
Je suis en vacances.,I'm on vacation.
Tu dois être fou.,You must be crazy.
J'ai besoin de l'argent.,I need the money.
Nom de Dieu !,Holy shit!
Mon oncle a trois enfants.,My uncle has three children.
Il y a une autre façon.,There is another way.
Je veux garder cela.,I want to keep that.
Tu n'aurais pas dû y aller.,You shouldn't have gone.
J'ai parlé à des amis.,I talked to friends.
Je suis désolé pour toi.,I am sorry for you.
Vous pouvez utiliser mon dictionnaire.,You may use my dictionary.
Il lui dit qu'elle avait raison.,He told her that she was right.
Je me suis rendu au marché.,I went to the market.
Je sais ce qu'elles veulent dire.,I know what they mean.
Le garçon regarda dans la pièce.,The boy looked into the room.
Il joue bien au tennis.,He is good at playing tennis.
Je veux de la soupe.,I want soup.
Nous avons besoin de règles !,We need rules!
J'ai un peu froid.,Bit cold though.
Non, je ne suis pas marié.,No, I am not married.
Il fait encore chaud;,It's still warm.
Je déteste sa manière de parler.,I do not like the way he talks.
Elle n'est pas malade.,She's not sick.
Je fais encore mon marché.,I'm still shopping around.
Tu devrais aller tôt au lit.,You should go to bed early.
Vous avez de la visite.,You have a visitor.
Regarde comme il court vite !,Look how fast he runs!
Ce garçon n'a montré aucune peur.,That boy showed no fear.
Il ne s'agit pas juste d'argent.,It's not just about the money.
Notre travail est presque terminé.,Our work is almost over.
Le déjeuner est à midi.,Lunch is at noon.
Je ne suis pas un docteur.,I'm not a doctor.
Comment s'est passé votre anniversaire ?,How was your birthday?
Ta montre est sur la table.,Your wristwatch is on the table.
Elle ne vous appartient pas.,It doesn't belong to you.
Elles ont fait ce qu'il fallait.,They did the right thing.
Je vois le bon étudiant.,I see the good student.
Quelqu'un doit parler.,Somebody has to talk.
Ce n'est pas loin de Paris.,It is not far to Paris.
Le temps passe vite.,Time passes quickly.
Il n'avait pas assez d'argent.,He did not have enough money.
Tout le monde y gagne.,Everyone wins.
Elle le prit pour quelqu'un d'autre.,She mixed him up with someone else.
Nous voulons quelque chose de nouveau.,We want something new.
Ne demande pas d'argent.,Don't ask for money.
Il a enfin terminé le travail.,He finally accomplished the work.
Je veux te faire une proposition.,I want to make you an offer.
