aucune Marocaine ne vit seule dans le quartier,no Moroccan woman lives alone in the neighborhood
"l’éducation sur le long terme paiera, j’en suis convaincu","long-term education pays off, I’m convinced of that"
je faisais mon service militaire,I was doing my military service
les ministres se sont réunis dans la nuit,the ministers met during the night
on s’est trouvés face à face,we found ourselves face to face
elle ira peut être vivre définitivement chez lui,she might go live with him permanently
je vais t’emmener chez un médecin,I’m going to take you to a doctor
je ne me rappelle pas avoir été aussi heureux,I don’t remember having been that happy
papa je te présente Claire,"daddy, this is Claire"
j’accepte avec plaisir votre aimable invitation,I accept with pleasure your kind invitation
c’est le moment d’agir,now is the time to act
on préférerait une réponse simple,we would prefer a simple answer
il y a plusieurs formes d’humour,there are several types of humor
permettez-moi de vous parler dans votre langue,allow me to speak to you in your language
c’est une question extrêmement importante,it’s an extremely important question
il est trop tard pour dîner à présent,it’s too late to have supper now
je ne vous ai jamais mieux aimée,I have never loved you more
je ne me posais plus de questions,I didn’t ask myself any more questions
les enfants jouent dehors,the children are playing outside
je ne crois pas un mot sorti de ta petite bouche,I don’t believe a single word from your little mouth
Joseph reconnut le chant de la grive,Joseph recognized the thrush’s song
parle-moi de ces forces surnaturelles,talk to me of these supernatural forces
"dans des situations aussi difficiles, il faut trancher","in such difficult situations, drastic measures must be taken"
"alors, je vous offre la vie éternelle",so I offer you eternal life
il y a un siège vide près de vous,there’s an empty seat near you
c’est maintenant le moment de choisir,now is the moment to choose
il y avait l’intérêt national français,the national interests of the French were involved
le gouvernement ne financerait aucun projet touchant cette pratique,the government would not fund any project involving this practice
"je ne mange pas de viandes, ni de produits laitiers",I don’t eat meat or dairy products
"elle a tenté de me tuer, puis elle m’a chassée","she tried to kill me, then she chased me"
il lui touche l’épaule,he touches her shoulder
je pris le train pour un aller-retour vers la mer,I took the train on a round-trip outing to the sea
"je peux, aujourd’hui encore, en réciter",even today I can still recite some of them
voyons un peu comment les choses se sont passées,let’s take a look at how things unfolded
j’ai surtout besoin d’argent,what I need above all is money
des gens sont venus me voir,people came to see me
"la pétasse était propre, mec","the woman was clean, man"
je ne vous demande aucune grâce,I’m not asking you for any favors
que pensez-vous de cette idée?,what do you think of this idea?
tout est prêt selon vos désirs,everything’s ready according to your wishes
la région a connu une cinquantaine de massacres,the region has experienced some fifty massacres
tu sais que je t’aime,you know I love you
il manquait un sens à donner à ma vie,there was a lack of meaning in my life
je te retrouve dehors,I’ll find you outside
ma pièce se jouait cette semaine,my play was showing that week
reculer est également hors de question,backing down is also not an option
"et celui-ci? oui, il est vraiment super","and this one here? yes, he’s really great"
"c’est une façon de voir, je suppose","it’s a way of looking at it, I guess"
il existe un nombre infini de réponses possibles,there are an infinite number of possible answers
"vous avez perdu votre mère, mademoiselle?","did you lose your mother, miss?"
il faut leur parler en français,you need to speak to them in French
"je vous en prie, expliquez-moi tout","I beg you, explain everything to me"
nous sommes quatre étudiants dans la maison,we’re four students sharing a house
cette ville a eu son compte de désastres,this city has had its fair share of disasters
la présidence considère cela comme une priorité majeure,the presidency considers that a major priority
que se passe-t-il lorsque nous manquons de sucre?,what happens when we lack sugar?
"s’il vous plaît, ouvrez les yeux",please open your eyes
que le meilleur gagne,may the best man win
ces exemples sont encore bien pauvres,these examples are still very weak
nous étions de la même ville,we were from the same city
le rétablissement économique de l’Asie est plus rapide que prévu,Asian economic recovery is faster than projected
écrire me libère dans une certaine mesure,writing liberates me to a certain extent
on a raconté d’amusantes histoires,we told funny stories
voilà qui vous lancera dans la haute société,that’s who will launch you into high society
ensuite il va au restaurant,then he’s going to the restaurant
"c’est nul, la guerre!",war is nothing!
je vais voter contre le projet de loi,I’m going to vote against the bill
j’ai rencontré le président des Etats-Unis,I met the president of the U.S.
le risque n’existe plus,there is no more risk
"tu m’attends? bien sûr, poupée","will you wait for me? of course, doll"
attendez . . . vous refusez d’obéir?,wait . . . you refuse to obey?
ce jet vole plutôt bas,this jet is flying rather low
il veut vous voir dans son bureau immédiate- ment,he wants to see you in his office immediately
il constitue un pas dans la mauvaise direction,it constitutes a step in the wrong direction
les vents tempêtueux ont modifié la situation quant aux avalanches,the stormy winds changed the avalanche situation
la mort ne m’effraye pas,death doesn’t frighten me
"autrement dit, la journée a plutôt mal commencé","in other words, the day started out rather badly"
je ne voulais pas lire mes poèmes,I didn’t want to read my poems
il ne réussit pas à vendre un seul dessin,he can’t manage to sell even one drawing
le marché des maisons est resté stable,the housing market has remained stable
l’unité de la condition humaine,the unity of the human condition
elle jouit également d’une excellente réputation internationale,she also has an excellent international reputation
"ensemble, ils ont changé beaucoup de choses","together, they changed many things"
"oui, oui, je sais!","yes, yes, I know"
je dois beaucoup au public,I owe a lot to the public
"vous savez, on est humains, nous aussi","you know, we are also human"
mais alors souvent en fin de soirée c’est la fête,"well, often the night ends with a party"
"j’ai cinq minutes, je dois rencontrer quelqu’un à midi",I have five minutes—I have to meet someone at noon
j’ai décrit le système idéal,I described the idealsystem
nous devons travailler ensemble,we have to work together
nous n’entrons pas dans le jeu de la politique,we don’t enter into the political fray
"ah, oui, c’est vrai","oh, yes, that’s right"
il représente bien le sport français,he represents French sports very well
et je suis au service de madame,"I’m at your service, ma’am"
on vit dans une société où tout s’accélère,we live in a society where everything is accelerating
"c’est difficile, monsieur, très difficile d’être un homme","sir, it’s difficult—very difficult—to be a man"
je ne sais pas de quoi vous parlez,I don’t know what you’re talking about
j’ai moi-même l’esprit d’entreprise,I myself have an entrepreneurial spirit
je lui donne juste un coup de main. je le lui dois,I’m just giving him a helping hand. I owe it to him
je ne suis pas chercheuse d’or,I’m not a gold-digger
elle a une dimension sociale autant que biologique,it has a social dimension as much as a biological one
le contrat assure une pension à l’époux survivant,the contract guarantees a pension to the surviving spouse
je vais essayer de vous convaincre,I’ll try to convince you
"vous êtes juste et impartial, comme toujours","you’re fair and impartial, as always"
la situation est bien différente à l’étranger,the situation is very different abroad
cela n’aurait évidemment rien empêché,apparently that wouldn’t have prevented anything
un quart de million d’articles ont été distribués,a quarter million articles were distributed
"de cette manière, nous serons ensemble","this way, we will be together"
sortez ou j’appelle la police,get out of here or I’ll call the police
il y a un prix pour les gagnants,there is a prize for the winners
l’éducation sur le long terme paiera,education will pay off in the long term
pendant longtemps il ne bougea pas de son lit,for a long while he didn’t move from his bed
"on peut les arrêter, leur reprendre cette ville","we can arrest them, take back this city from them"
"je suis au courant, il a téléphoné","I’m aware of it, he telephoned"
l’avenir ne présente guère d’intérêt,the future is hardly interesting
la police mène une enquête pour arrêter les assaillants,the police are leading an investigation to arrest the attackers
ces dirigeants ont décidé de taire ces informations,these leaders decided to suppress this information
vous devriez tout me raconter en détails,you should tell me everything in minute detail
cet argent n’appartient pas au gouverne- ment,this money does not belong to the government
on se bat pour la liberté d’expression,we’re fighting for freedom of expression
les journées ne sont plus assez longues,the days are no longer long enough
un avocat ne viendra pas risquer sa vie,a lawyer won’t come here to risk his life
"ils ont chacun leurs intérêts, leurs passions","they each have their own interests, passions"
"en ce qui me concerne, je voudrais te féliciter","for my part, I would like to congratulate you"
elle est revenue habiter à la maison,she came back to live at home
je voudrais d’abord savoir quel métier tu exerces,I would first of all like to know what you do for a living
où as-tu appris le métier?,where did you learn your trade?
ce niveau de collaboration ne sera pas maintenu,this level of cooperation will not bemaintained
il rencontrera le pape au Vatican vendredi,he will meet the Pope at the Vatican on Friday
le ton était donné,the tone was sounded
peu d’auteurs font référence à son œuvre,few authors cite his work
des malentendus nous créent des problèmes terribles,misunderstandings create horrible problems for us
la police était en état d’alerte maximum,the police were in a full state of emergency
j’essaierai d’obtenir la réponse pour demain,I will try to get the answer for tomorrow
"la nuit était froide et claire, sous la lune","the night was cold and clear, under the moon"
je ne cherche pas la richesse,I am not seeking riches
faut trouver le moyen d’ entrer dans le sous- sol,gotta find the way to enter into the basement
le jeune Français propose une promenade au parc,the young Frenchman proposed a stroll through the park
je vous ai apportée des fleurs de mon jardin,I brought you flowers from my garden
utilisons ce programme comme il se doit,let’s use this program the way it should be
tu es venu de si loin,you came from so far away
il ne compte qu’une seule ligne de texte,it only has a single line of text
ma tête me gratte,my head is itchy
demain je suis libre toute la journée,tomorrow I’m free all day
il utilisait une sorte de rasoir,he was using some type of razor
leur fortune atteindrait des milliards,their fortune would reach billions
il tente de sortir de l’Italie,he tried to leave Italy
"retournez au lit, il est tard","go back to bed, it’s late"
elle avait enfin la réponse,she finally got the answer
c’est un bruit complètement différent,it’s a completely different noise
la boisson est une sorte de drogue,liquor is a kind of drug
cette sécurité se trouve cependant menacée,"this security is, however, threatened"
je cherchais un sujet de mémoire,I was looking for a thesis topic
il importait de ne pas répéter l’erreur,it’s important to not repeat the mistake
le président devrait éviter des actions irréfléchies,the president should avoid rash actions
il y a là une relation intéressante à explorer,now there is an interesting relationship to explore
la recherche en santé peut se révéler extrêmement bénéfique,health research can be extremely beneficial
je me mis à feuilleter les livres,I began paging through the books
il ajouta à sa lettre une note,he added a note to his letter
les négociations décisives se tiennent ailleurs,the decisive negotiations are taking place elsewhere
"très mauvais, c’est pas vraiment sexy","very bad, it’s not really sexy"
il n’y a sans doute rien à voir,"without a doubt, there’s nothing to see"
"c’est tout. le reste, je m’en fous","that’s all. for the rest, I couldn’t give a sh*t"
je l’ai expliqué au début de mon discours,I explained it at the beginning of my talk
j’ai besoin de sa présence; elle est mon ange,I need to be in her presence; she is my angel
j’ai participé à de nombreux débats de ce genre,I have participated in numerous debates of this kind
nous devons produire quelque chose sur les terres en jachère,we must produce something with the fallow lands
je vous prépare à manger?,should I prepare you some food?
les électrons ne sont plus sous forme de gaz,the electrons are no longer in the form of gas
"parfois, vos décisions nous déçoivent",sometimes your decisions disappoint us
il joue un rôle actif sur la scène interna- tionale,he plays an active role in the international scene
je patiente depuis dix minutes,I have been patiently waiting for ten minutes
de nouveaux marchés s’ouvrent ainsi aux produits français,new markets are thus opening to French products
c’est la voie que les Américains ont choisie,it’s the path that the Americans have chosen
vous ne pouvez pas attendre deux minutes,you can’t wait two minutes
elle relevait la tête pour croiser mon regard,she lifted up her head to catch me looking at her
il a une bonne raison pour tarder autant,he has a good reason for being so late
ma vengeance va s’abattre sur votre peuple!,my vengeance will smite your people!
j’ai écrit la seconde partie du roman avant la première,I wrote the second part of the novel before the first
je vous offre 50% sur votre billet prochain,I’ll offer you 50% off your next ticket
j’ai un regard un peu particulier,I have a somewhat peculiar look
c’est pour cela que j’écris,that’s why I’m writing
ils ne changent pas de position à ce sujet,they aren’t changing positions on this subject
nous allons poursuivre le développement de nos activités,we will pursue the development of our activities
je pensais que je pouvais me défendre,I thought I could defend myself
vous surestimez le pouvoir des chefs d’Etat,you overestimate the power of the heads of state
les exportations sont le moteur de notre économie,exports are what drive our economy
ils doivent faire un effort pour nous comprendre,they have to make an effort to understand us
il y en a un parmi vous qui est un démon,one among you is a demon
j’espère que tous les membres seront présents,I hope that all the members will be present
"à mon ordre, tirez sur ce câble","when I give the word, pull on this cable"
je dis merci à tous les anciens combattants,I thank all the combat veterans
"ce sont là de belles paroles, mais des paroles creuses","those are pretty words, but empty ones"
l’église est pleine,the church is full
ce n’est pas à moi de juger ça,it’s not my place to judge that
on ne peut évidemment pas l’éviter,we obviously can’t avoid that
il est environ neuf heures du soir,it’s about nine o’clock in the evening
vous semblez vous inspirer de votre vie personnelle pour écrire,you seem to draw inspiration from your own personal life in writing
ils nous accuseront à juste titre,they are rightly accusing us
il n’y a qu’un parti à blâmer,there’s only one party to blame
Mathias remit l’objet dans sa poche,Mathias returned the object into his pocket
j’ai longtemps cru que tu étais unique,I have long believed that you were unique
l’équipage vous souhaite un bon voyage,the crew wishes you a pleasant voyage
fixer des cordes afin de descendre en rappel,set some ropes so that you can rappel down
mes jambes ne me soutenaient qu’à peine,my legs barely kept me standing
nous serons bons amis malgré tout,we will be good friends in spite of it all
j’étais amoureuse pendant une brève période de ma vie,I was in love for a brief period of my life
nous sommes engagés dans un travail de réflexion,we’re involved in some reflective thinking
je réaliserai ton rêve,I will achieve your dream
il est parfois sage d’être un peu fou,sometimes it’s wise to be a little bit crazy
je vous ai vu lors de votre dernière visite,I saw you at the time of our last visit
"mon thème est sérieux, mais mon texte est rigolo","my topic is serious, but my text is comical"
"bonjour, je peux vous aider?","hello, can I help you?"
"viens, me dit-elle d’une voix brève","come, she said in a curt voice"
va terminer ton petit déjeuner,go finish your breakfast
les matériaux de base sont toujours les mêmes,the basic materials are always the same
j’espère obtenir une réponse claire,I hope to obtain a clear response
nous avons marché main dans la main,we walked hand-in-hand
ce n’était pas un gros chien,it wasn’t a large dog
les deux dirigeants ont été arrêtés par la police,the two leaders were arrested by the police
votre retour pose énormément de problèmes,your return causes huge problems
le dîner est prêt!,supper is ready!
"quand l’occasion se présentera, elle reviendra souvent","when the opportunity arises, she’ll return often"
j’ai écouté plusieurs interventions des députés,I heard several deputies’ speeches
je regarde les reportages depuis ce matin,I’ve been watching news reports since this morning
la plupart des jeux vidéo violents sont japonais,most violent video games are Japanese
tout le monde a besoin d’une deuxième opinion,everybody needs a second opinion
nous avons pu constater les résultats hier,we were able to notice the results yesterday
je pouvais l’écouter pendant des heures,I could listen to him for hours
"que la paix soit sur terre, dès maintenant",may peace reign on the earth henceforth
c’est fini. ça vaut pas la peine,it’s over. it’s not worth it
tu veux combien? 10 dollars,you want how much? 10 dollars
je sentais mon cœur battre à l’intérieur,I felt my heart beating within me
j’écrivis les premières pages d’un roman,I was writing the first pages of a novel
je ne peux pas lui faire confiance,I can’t trust him
elle n’a pas d’autres choix que de rester,she has no other choice but to stay
son mandat présidentiel est prévu pour s’achever en 2007,his presidential mandate is due to expire in 2007
c’est notre dernière chance,it’s our last chance
on ignore notamment si des gendarmes figurent parmi les victimes,at the moment it’s unsure whether policemen are among the victims
ce type de pêche est en cours d’abandon,this type of fishing is disappearing
notre premier but est toujours de respecter l’intégrité de la famille,our primary objective is to always respect the integrity of the family
"ce matin, je me suis réveillée tôt",this morning I woke up early
ce n’est peut-être pas si grave que ça,maybe it’s not quite that serious
il y a souvent des prises de becs entre les deux,there were frequent squabbles between the two of them
vous avez fait une tournée européenne,you toured around Europe
il existe une vie après les études,there is life after school
tel est le premier principe de l’existential- isme,that is the main principle of existentialism
"tu dois être prêt à nous remplacer, le cas échéant","you must be ready to replace us, if need be"
c’est moi qui ai avancé les fonds,I’m the one who advanced the funds
elle était enceinte de six mois,she was six months pregnant
je ne pense pas qu’il soit nécessaire de la distribuer,I don’t think it will be necessary to distribute it
certains sont impliqués dans des activités terroristes,some of them are implicated in terrorist activities
on a payé dix fois sa valeur,we paid ten times what it was worth
cet épisode tragique marque la fin d’une aventure,this tragic episode marks the end of an adventure
le monde entier est contre nous,the whole world is against us
il donne une réponse claire à cette question,he gives a clear answer to that question
j’ai besoin d’un peu d’aide,I need a little help
trouver le rôle principal s’est révélé assez problématique,finding the lead role turned out to be a problem
des murmures s’élevèrent autour de lui,murmuring arose all around him
pourtant cette perspective aussi m’effrayait,yet this outlook also frightened me
on a mis cette commission enplace pour revoir cette question importante,we have set up this commission to review this important question
on ne doit pas cesser de poser des questions,we should never stop asking questions
je poursuis cette criminelle,I’m pursuing this criminal
ce principe sera maintenu,this principle will be maintained
ils ont vécu à la même époque,they lived in the same time period
"encore une fois, j’exprime ma frustration","once again, I express my frustration"
je te présente mon ami,this is my friend
"elle ajouta presque à voix basse, comme quelqu’un qui parle dans l’obscurité","she spoke in a low voice, like someone speaking from obscurity"
on leur impose des changements très rapides,rapid change is being imposed upon them
"pendant la moitié de la nuit, je pleurai","during half the night, I cried"
je me sens très optimiste pour l’avenir,I feel very optimistic about the future
"bon, c’est son argent que je veux","well, it’s his money that I want"
il annonce en effet la mise en place d’ une police fédérale européenne,he is indeed announcing putting in place a European federal police
"ferme les yeux, et respire",close your eyes and breathe
faites chauffer une casserole d’eau,heat up a pan of water
tout le monde rit sauf elle,everyone’s laughing except her
je n’aimais pas aller à l’école,I didn’t like to go to school
ils se sentaient plus en sécurité dans la rue qu’à la maison,he felt safer in the streets than at home
elle hésita au milieu de la route,she paused in the middle of the road
il écrivit une lettre de neuf pages,he wrote a nine-page letter
il y a presque 10 millions de lignes téléphoniques,there are almost 10 million telephone lines
il se lève pour attirer notre attention,he stood up to attract our attention
cette enquête s’inscrit dans le cadre d’une autre,this inquiry takes place in the framework of another
"un futur sans guerre, c’est cool, hein?","a future without wars—-cool, eh?"
il me serra la main d’un mouvement presque inconscient,he shook my hand with an almost unconscious movement
ils ne parviennent pas à former un groupe,they didn’t manage to form a group
conduisons-la à l’hôpital,let’s drive her to the hospital
ce jeu fonctionne avec une règle très simple,this game follows one very simple rule
le chef de poste haussa les épaules,the station chief shrugged his shoulders
la demande des consommateurs a créé un marché,consumer demand has created a market
l’amour et ses conséquences sont au centre de ce roman,love and its consequences are the focus of this novel
c’était un acte de guerre,it was an act of war
l’avion a subitement disparu des écrans,the airplane suddenly disappeared from the screens
je ne me serais pas privée de sommeil à cause de vous,I wouldn’t lose any sleep over you
le djihad et le sacrifice constituent donc un devoir,jihad and sacrifice are thus a duty
le gouvernement fédéral a signé un accord,the federal government signed an agreement
"le déficit budgétaire a atteint 226,3 milliards de francs",the budget deficit reached 226.3 billion francs
