Ce n'est pas assez bien.<br><br><br>,[ It's not good enough. ]<br>
Il n'a rien à faire.<br><br><br>,[ He has nothing to do. ]<br>
Je vous aime vraiment.<br><br><br>,[ I really love you. ]<br>
Je veux te le dire.<br><br><br>,[ I want to tell you. ]<br>
Il vous faut me le dire.<br><br><br>,[ You must tell me. ]<br>
Tout le monde est chez lui.<br><br><br>,[ Everybody's home. ]<br>
Je suis très grand.<br><br><br>,[ I am very tall. ]<br>
Je veux te parler.<br><br><br>,[ I want to talk to you. ]<br>
Je suis plus belle que vous.<br><br><br>,[ I am more beautiful than you. ]<br>
C'est ce que je veux dire.<br><br><br>,[ What I want to say is this. ]<br>
Où est le livre ?<br><br><br>,[ Where is the book? ]<br>
Il est bon à quelque chose.<br><br><br>,[ He is good for something. ]<br>
Tout le monde le dit.<br><br><br>,[ Everyone's saying it. ]<br>
C'est tout à fait juste.<br><br><br>,[ That's absolutely right. ]<br>
Il me faut vraiment y aller.<br><br><br>,[ I really do have to go. ]<br>
Ça n'a pas de sens.<br><br><br>,[ This doesn't make sense. ]<br>
Tu dois me le dire.<br><br><br>,[ You must tell me. ]<br>
Je n'aime pas vraiment en parler.<br><br><br>,[ I don't really like to talk about it. ]<br>
Il est grand temps !<br><br><br>,[ It's about time. ]<br>
Encore un peu ?<br><br><br>,[ A little more? ]<br>
Il a tout vu.<br><br><br>,[ He saw everything. ]<br>
Il sait ce qu'il fait.<br><br><br>,[ He knows what he's doing. ]<br>
Il a peur de son père.<br><br><br>,[ He is afraid of his father. ]<br>
Je sais que vous avez peur.<br><br><br>,[ I know you're scared. ]<br>
Il m'a tout dit.<br><br><br>,[ He told me everything. ]<br>
Je ne suis pas ton ami.<br><br><br>,[ I'm not your friend. ]<br>
Je la vis avec vous.<br><br><br>,[ I saw her with you. ]<br>
Par ici !<br><br><br>,[ Walk this way. ]<br>
Ne me le dis pas.<br><br><br>,[ Don't tell me. ]<br>
Ce sera pour moi.<br><br><br>,[ I'll treat you. ]<br>
Elle en veut un.<br><br><br>,[ She wants one. ]<br>
Je vous l'ai déjà dit.<br><br><br>,[ I already told you. ]<br>
C'est la même chose pour moi.<br><br><br>,[ It's the same to me. ]<br>
Vous avez un problème ?<br><br><br>,[ What is wrong with you? ]<br>
Il sera toujours avec vous.<br><br><br>,[ He will always be with you. ]<br>
Il n'a rien fait.<br><br><br>,[ He hasn't done anything. ]<br>
"Sans toi, je ne suis rien.<br><br><br>","[ Without you, I am nothing. ]<br>"
Ce n'est pas mon problème.<br><br><br>,[ That's not my concern. ]<br>
Il nous faut y aller.<br><br><br>,[ We have to go. ]<br>
Ce n'est rien.<br><br><br>,[ No prob. ]<br>
Il est encore au travail.<br><br><br>,[ He's still at work. ]<br>
Il est grand comment ?<br><br><br>,[ How big is he? ]<br>
Mange tout ce que tu veux.<br><br><br>,[ Eat everything you wish. ]<br>
Je ne lui dis pas tout.<br><br><br>,[ I didn't tell him everything. ]<br>
Je n'ai pas le temps maintenant.<br><br><br>,[ I don't have time right now. ]<br>
Je pense qu'il faut y aller.<br><br><br>,[ I think we have to go. ]<br>
Viens si tu peux !<br><br><br>,[ Come if you can! ]<br>
Je vais y aller avec toi.<br><br><br>,[ I'll go with you. ]<br>
Je dois y aller.<br><br><br>,[ I have to leave now. ]<br>
Nous ne devons pas y aller.<br><br><br>,[ We don't have to go. ]<br>
Il est bon de manger.<br><br><br>,[ Eating is good. ]<br>
Je viens de le lui dire.<br><br><br>,[ I just told him. ]<br>
Je ne sais rien encore.<br><br><br>,[ I don't know anything yet. ]<br>
C'est bien fait.<br><br><br>,[ It's well done. ]<br>
Je dois lui parler.<br><br><br>,[ I've got to speak to him. ]<br>
Je sais tout.<br><br><br>,[ I know everything. ]<br>
Je ne peux faire mieux.<br><br><br>,[ I can’t do any better. ]<br>
J'ai le temps pour moi.<br><br><br>,[ Time is on my side. ]<br>
Tout le monde le sait.<br><br><br>,[ Anybody knows it. ]<br>
Il ne faut jamais dire jamais.<br><br><br>,[ Never say never. ]<br>
Je n'en ai pas.<br><br><br>,[ I don't have one. ]<br>
Il a plus d'argent que moi.<br><br><br>,[ He has much more money than I have. ]<br>
Il est trop vieux pour elle.<br><br><br>,[ He's too old for her. ]<br>
Vous n'avez plus besoin de moi.<br><br><br>,[ You don't need me anymore. ]<br>
Tu ne connais rien du monde.<br><br><br>,[ You know nothing of the world. ]<br>
Je veux parler.<br><br><br>,[ I want to talk. ]<br>
Elle a tout vu.<br><br><br>,[ She saw everything. ]<br>
Où est ma voiture ?<br><br><br>,[ Where is my car? ]<br>
J'ai vraiment besoin de te parler.<br><br><br>,[ I really need to talk to you. ]<br>
Il est grand et fort.<br><br><br>,[ He is tall and strong. ]<br>
Je ne suis pas votre fils.<br><br><br>,[ I'm not your son. ]<br>
J'ai un travail pour vous.<br><br><br>,[ I have a job for you. ]<br>
Je veux des enfants.<br><br><br>,[ I want children. ]<br>
Nous aussi nous sommes là.<br><br><br>,"[ We're here, too. ]<br>"
C'est ce que j'ai toujours dit.<br><br><br>,[ That's what I've always said. ]<br>
Nous y avons tous été.<br><br><br>,[ We've all been there. ]<br>
Je veux voir votre mère.<br><br><br>,[ I want to see your mother. ]<br>
Vous en avez eu assez.<br><br><br>,[ You've had enough. ]<br>
C'est pour toi.<br><br><br>,[ This is for you. ]<br>
Je pense que je comprends.<br><br><br>,[ I think I understand. ]<br>
Je pense que c'est mieux.<br><br><br>,[ I think that's best. ]<br>
Je suis déjà pris.<br><br><br>,[ I have a prior engagement. ]<br>
Elle ne dit rien.<br><br><br>,[ She said nothing. ]<br>
Tu peux venir à la maison.<br><br><br>,[ You can come home. ]<br>
Je vais au travail.<br><br><br>,[ I go to work. ]<br>
Il ne s'en va pas.<br><br><br>,[ He's not going. ]<br>
Je veux leur parler à tous.<br><br><br>,[ I want to talk to all of them. ]<br>
Il était temps de partir.<br><br><br>,[ It was time to leave. ]<br>
Il nous faut mieux faire.<br><br><br>,[ We have to do better. ]<br>
Elle l'a fait de nouveau.<br><br><br>,[ She did it again. ]<br>
J'ai encore besoin de te parler.<br><br><br>,[ I still need to talk to you. ]<br>
Je n'en ai même pas.<br><br><br>,[ I don't even have one. ]<br>
Je serai toujours là pour vous.<br><br><br>,[ I'll always be there for you. ]<br>
C'est un livre.<br><br><br>,[ This is a book. ]<br>
Elle a peur de la nuit.<br><br><br>,[ She is afraid of the dark. ]<br>
Elle est bonne.<br><br><br>,[ She's good. ]<br>
Nous n'avons pas besoin de lui.<br><br><br>,[ We don't need him. ]<br>
Je pense que tout est prêt.<br><br><br>,[ I think everything is ready. ]<br>
À qui sont ces livres ?<br><br><br>,[ Whose books are these? ]<br>
À qui est ce sac ?<br><br><br>,[ Whose bag is this? ]<br>
Elle a l'air de venir.<br><br><br>,[ She is likely to come. ]<br>
Je sais comment faire.<br><br><br>,[ I know how to do it. ]<br>
"Tu veux cela, non ?<br><br><br>","[ You do want that, don't you? ]<br>"
Elle n'a personne à qui parler.<br><br><br>,[ She has no one to speak to. ]<br />
C'est ce livre.<br><br><br>,[ It's this book. ]<br>
Je sais déjà.<br><br><br>,[ I already know. ]<br>
Il est père de trois enfants.<br><br><br>,[ He is the father of three children. ]<br>
Comment va votre travail ?<br><br><br>,[ How's your job? ]<br>
Je suis perdu.<br><br><br>,[ I am lost. ]<br>
Je ne connais aucun des deux.<br><br><br>,[ I don't know either of them. ]<br>
Vous avez été mon ami.<br><br><br>,[ You were my friend. ]<br>
"Je veux jouer, moi aussi.<br><br><br>","[ I want to play, too. ]<br>"
Il n'en veut pas.<br><br><br>,[ He doesn't want it. ]<br>
Je suis ton frère.<br><br><br>,[ I'm your brother. ]<br>
Comment s'est passé votre été ?<br><br><br>,[ How was your summer? ]<br>
Il vous faut partir.<br><br><br>,[ You have to go. ]<br>
Je voulais vous le dire.<br><br><br>,[ I wanted to tell you. ]<br>
Je suis toujours à l'école.<br><br><br>,[ I'm still in school. ]<br>
Je le fais pour ma famille.<br><br><br>,[ I'm doing this for my family. ]<br>
Il veut beaucoup cela.<br><br><br>,[ He wants that a lot. ]<br>
Il s'est acheté un chien.<br><br><br>,[ He bought himself a dog. ]<br>
Où est ton frère ?<br><br><br>,[ Where is your brother? ]<br>
Soyez vu par moi !<br><br><br>,[ Be seen by me! ]<br>
Je suis nouveau ici.<br><br><br>,[ I am new here. ]<br>
C'est vraiment une bonne fille.<br><br><br>,[ She is a really good girl. ]<br>
Il est prêt à y aller.<br><br><br>,[ He's ready to go. ]<br>
Personne ne le fait mieux.<br><br><br>,[ Nobody does it better. ]<br>
C'est comme ça.<br><br><br>,[ That's the way it is. ]<br>
Je veux simplement être son ami.<br><br><br>,[ I just want to be her friend. ]<br>
Je le préfère comme ça.<br><br><br>,[ I prefer it that way. ]<br>
Vous voulez vraiment dire cela ?<br><br><br>,[ Do you really mean that? ]<br>
Je n'aime pas trop le café.<br><br><br>,[ I don't care much for coffee. ]<br>
Ça ne semble pas trop difficile.<br><br><br>,[ It doesn't look too hard. ]<br>
Il te faut aller à l'école.<br><br><br>,[ You must go to school. ]<br>
Nous n'avons pas besoin de toi.<br><br><br>,[ We don't need you. ]<br>
Vous avez l'air d'une fille.<br><br><br>,[ You look like a girl. ]<br>
Il était très vieux.<br><br><br>,[ He was very old. ]<br>
Vous êtes un être mauvais.<br><br><br>,[ You are a bad person. ]<br>
Il a l'air beaucoup mieux maintenant.<br><br><br>,[ He looks much better now. ]<br>
Elle m'a pris pour mon frère.<br><br><br>,[ She mistook me for my brother. ]<br>
Tout le monde est heureux.<br><br><br>,[ Everybody's happy. ]<br>
Il n'a pas parlé du tout.<br><br><br>,[ He did not speak at all. ]<br>
J'ai quelque chose à vous dire.<br><br><br>,[ There's something I have to tell you. ]<br>
Je vais le voir demain.<br><br><br>,[ I'm going to see him tomorrow. ]<br>
Ça ne me regarde pas.<br><br><br>,[ This doesn't concern me. ]<br>
Je vais maintenant y aller.<br><br><br>,[ I'm going to go now. ]<br>
Je veux en voir davantage.<br><br><br>,[ I want to see more. ]<br>
Il avait une fille.<br><br><br>,[ He had one daughter. ]<br>
Elle n'a rien dit.<br><br><br>,[ She did not say anything. ]<br>
Je me sens mal.<br><br><br>,[ I feel sick. ]<br>
C'est bon et c'est petit.<br><br><br>,[ It is good and is small. ]<br>
Elle m'a dit où aller.<br><br><br>,[ She told me where to go. ]<br>
Je serai toujours là pour toi.<br><br><br>,[ I'll always be there for you. ]<br>
Je ne veux pas ton boulot.<br><br><br>,[ I don't want your job. ]<br>
Fais juste de ton mieux.<br><br><br>,[ Just do your best. ]<br>
C'est assez grand ?<br><br><br>,[ Is it large enough? ]<br>
N'en parle à personne !<br><br><br>,[ Don't talk to anybody about this. ]<br>
Il ne l'a jamais plus vue.<br><br><br>,[ He never saw her again. ]<br>
Je déteste ça.<br><br><br>,[ I hate that. ]<br>
Qui sont vos parents ?<br><br><br>,[ Who are your parents? ]<br>
Je dois faire le petit déjeuner.<br><br><br>,[ I have to prepare the breakfast. ]<br>
Je n'ai pas demandé ça.<br><br><br>,[ I didn't ask for this. ]<br>
Je veux faire ceci.<br><br><br>,[ I want to do this. ]<br>
Je vais prendre ma voiture.<br><br><br>,[ I'm going to take my car. ]<br>
Elle parle beaucoup.<br><br><br>,[ She talks a lot. ]<br>
Je le connais mieux que personne.<br><br><br>,[ I know him better than anybody. ]<br>
J'ai quelque chose que vous voulez.<br><br><br>,[ I have something you want. ]<br>
Je vous en prie !<br><br><br>,[ Oh please! ]<br>
Tu n'es pas ma mère.<br><br><br>,[ You're not my mother. ]<br>
Ce sont des gens.<br><br><br>,[ These are people. ]<br>
Il reste encore beaucoup à faire.<br><br><br>,[ Much still remains to be done. ]<br>
Je ne suis pas une enfant.<br><br><br>,[ I'm not a child. ]<br>
Je suis juste derrière lui.<br><br><br>,[ I'm right behind him. ]<br>
Mais en fait c'est très fort.<br><br><br>,[ But it's very strong actually. ]<br>
À qui est ce vélo ?<br><br><br>,[ Whose is this bicycle? ]<br>
"En un sens, c'est vrai.<br><br><br>",[ It is true in a sense. ]<br>
"En fait, c'est vrai.<br><br><br>","[ As a matter of fact, it is true. ]<br>"
Je ne l'ai pas vue.<br><br><br>,[ I didn’t see her. ]<br>
J'ai toujours été là.<br><br><br>,[ I've always been here. ]<br>
Tout va bien maintenant.<br><br><br>,[ Everything is all right now. ]<br>
Pour qui tu te prends?<br><br><br>,[ Who do you think you are? ]<br>
Je vous vis.<br><br><br>,[ I saw you. ]<br>
Je me souviens de vous.<br><br><br>,[ I remember you. ]<br>
Il était juste derrière moi.<br><br><br>,[ He was just behind me. ]<br>
Personne ici n'a de voiture.<br><br><br>,[ No one here has a car. ]<br>
Ils ne sont pas tous heureux.<br><br><br>,[ Not all of them are happy. ]<br>
Je ne peux rien manger aujourd'hui.<br><br><br>,[ I cannot eat anything today. ]<br>
Je déteste cette voiture.<br><br><br>,[ I hate this car. ]<br>
Il est gentil avec moi.<br><br><br>,[ He's kind to me. ]<br>
Soyez un homme !<br><br><br>,[ Be a man. ]<br>
Ne me parlez pas comme ça.<br><br><br>,[ Don't talk to me like that. ]<br>
Il ne se rappelle de rien.<br><br><br>,[ He doesn't remember anything. ]<br>
Il fait bon ce soir.<br><br><br>,[ The weather is nice tonight. ]<br>
Je suis vraiment très occupé.<br><br><br>,[ I really am very busy. ]<br>
Ils en sont presque là.<br><br><br>,[ They're almost here. ]<br>
Je ne parle pas ainsi.<br><br><br>,[ I don't talk like that. ]<br>
Vous devriez aller lui parler.<br><br><br>,[ You should go talk to her. ]<br>
Il y travaille.<br><br><br>,[ He's working on it. ]<br>
J'ai beaucoup appris de vous.<br><br><br>,[ I learned a lot from you. ]<br>
Nous n'avons pas assez de temps.<br><br><br>,[ We don't have enough time. ]<br>
Ce n'est pas mon sac.<br><br><br>,[ This isn't my bag. ]<br>
Il me faut savoir.<br><br><br>,[ I need to know. ]<br>
Tu as un beau nom.<br><br><br>,[ You have a beautiful name. ]<br>
Je me sens bien mieux aujourd'hui.<br><br><br>,[ I feel a lot better today. ]<br>
Je veux un peu de gâteau.<br><br><br>,[ I want some cake. ]<br>
Elle a acheté une nouvelle voiture.<br><br><br>,[ She bought a new car. ]<br>
Quel est votre nom ?<br><br><br>,[ What is your name? ]<br>
C'est vieux comme le monde.<br><br><br>,[ It's as old as the hills. ]<br>
Il ne chante pas très bien.<br><br><br>,[ He doesn't sing very well. ]<br>
Moi j'ai besoin de savoir.<br><br><br>,[ I need to know. ]<br>
Il a été aimé de tous.<br><br><br>,[ He has been loved by all. ]<br>
Il est meilleur que moi.<br><br><br>,[ He's better than I. ]<br>
C'est très gentil à vous.<br><br><br>,[ That's very sweet of you. ]<br>
Je suis très heureux maintenant.<br><br><br>,[ I'm very happy now. ]<br>
Je n'ai pas encore mangé.<br><br><br>,[ I haven't eaten yet. ]<br>
Tu dis toujours ça.<br><br><br>,[ You're always saying that. ]<br>
Qui a fait cette boîte ?<br><br><br>,[ Who made this box? ]<br>
Je ne veux pas entendre ça.<br><br><br>,[ I don't want to hear it. ]<br>
Je connais cette fille.<br><br><br>,[ I know the girl. ]<br>
Ce monde est difficile.<br><br><br>,[ This world is difficult. ]<br>
Je suis sûr de son nom.<br><br><br>,[ I'm sure about his name. ]<br>
Ne me fais pas attendre !<br><br><br>,[ Don't make me wait! ]<br>
Je sais qu'elle sait.<br><br><br>,[ I know that she knows. ]<br>
On y est.<br><br><br>,[ Here we are. ]<br>
J'ai beaucoup pensé à vous.<br><br><br>,[ I thought about you a lot. ]<br>
Ce sont mes livres.<br><br><br>,[ Those books are mine. ]<br>
Je me souviens de tout.<br><br><br>,[ I remember everything. ]<br>
Il se trouve juste derrière vous.<br><br><br>,[ He's right behind you. ]<br>
Je pensais être trop jeune.<br><br><br>,[ I thought I was too young. ]<br>
Tu as mangé ?<br><br><br>,[ Have you eaten? ]<br>
Ne t'en fais pas !<br><br><br>,[ Don't worry about it. ]<br>
Je pensais te trouver ici.<br><br><br>,[ I thought I'd find you here. ]<br>
C'est une bonne personne.<br><br><br>,[ He's a good person. ]<br>
Elle a eu une vie difficile.<br><br><br>,[ She's had a hard life. ]<br>
Tu devrais aller à l'école.<br><br><br>,[ You should get to school. ]<br>
Vous avez l'air très fatigué.<br><br><br>,[ You look very tired. ]<br>
"Je me sens mieux, maintenant.<br><br><br>",[ I feel better now. ]<br>
C'est un garçon.<br><br><br>,[ This is a boy. ]<br>
Je me trouve juste derrière lui.<br><br><br>,[ I'm right behind him. ]<br>
Ne me laisse pas seul !<br><br><br>,[ Don't leave me by myself! ]<br>
Il veut parler.<br><br><br>,[ He wants to speak. ]<br>
La vie est belle.<br><br><br>,[ Life is beautiful. ]<br>
Je ne savais pas.<br><br><br>,[ I didn't know that. ]<br>
Je pense que vous devriez nager.<br><br><br>,[ I think you should swim. ]<br>
Tu as vraiment beaucoup de chance.<br><br><br>,[ You're very fortunate. ]<br>
Il a besoin d'être seul.<br><br><br>,[ He needs to be alone. ]<br>
Je rêve de vous assez souvent.<br><br><br>,[ I dream about you quite often. ]<br>
Je ne veux pas dîner.<br><br><br>,[ I don't want dinner. ]<br>
Il ressemble beaucoup à son père.<br><br><br>,[ He closely resembles his father. ]<br>
Il me doit beaucoup d'argent.<br><br><br>,[ He owes me a lot of money. ]<br>
Il a lu le livre hier.<br><br><br>,[ He read the book yesterday. ]<br>
Je ne comprends pas ce mot.<br><br><br>,[ I don't understand this word. ]<br>
Ta sœur est belle comme toujours.<br><br><br>,[ Your sister is beautiful as ever. ]<br>
Le vélo est à moi.<br><br><br>,[ The bike's mine. ]<br>
C'est une très bonne question.<br><br><br>,[ That is a very good question. ]<br>
C'est on ne peut mieux.<br><br><br>,[ It could not be better. ]<br>
Vous devez vraiment voir ce film.<br><br><br>,[ You really must see that movie. ]<br>
J'ai encore des choses à faire.<br><br><br>,[ I still have things left to do. ]<br>
Tu sais où me trouver.<br><br><br>,[ You know where to find me. ]<br>
Je n'ai pas besoin de médecin.<br><br><br>,[ I don't need a doctor. ]<br>
Je te comprends.<br><br><br>,[ I understand you. ]<br>
Personne n'était à la maison.<br><br><br>,[ Nobody was home. ]<br>
C'est vous qui l'avez fait !<br><br><br>,[ You did it! ]<br>
Je sais ce que je ferais.<br><br><br>,[ I know what I'd do. ]<br>
Je veux une chambre avec vue.<br><br><br>,[ I want a room with a view. ]<br>
Tu m'as dit quelque chose.<br><br><br>,[ You've told me something. ]<br>
Il n'en fut pas toujours ainsi.<br><br><br>,[ It was not always this way. ]<br>
Elle n'a pas voulu le faire.<br><br><br>,[ She didn't want to do it. ]<br>
Comme vous voulez.<br><br><br>,[ Whatever you say. ]<br>
Le train vient de partir.<br><br><br>,[ The train has just left. ]<br>
Ce ne sont que des étudiants.<br><br><br>,[ They're just students. ]<br>
Ils ont très peu pour vivre.<br><br><br>,[ They have very little to live on. ]<br>
Personne n'a été d'accord avec lui.<br><br><br>,[ No one agreed with him. ]<br>
est très difficile.<br><br><br>,[ Translating languages is very difficult. ]<br>
Il a peu d'argent.<br><br><br>,[ He has little money. ]<br>
Je connais votre problème.<br><br><br>,[ I know your problem. ]<br>
Je n'ai pas pu la trouver.<br><br><br>,[ I couldn't find it. ]<br>
Personne n'y va plus.<br><br><br>,[ No one goes there anymore. ]<br>
Je vous dois un dîner.<br><br><br>,[ I owe you a dinner. ]<br>
Il a fini son petit déjeuner.<br><br><br>,[ He finished breakfast. ]<br>
Il est aimé de tous.<br><br><br>,[ He is liked by everybody. ]<br>
Vous devez aller à l'école.<br><br><br>,[ You must go to school. ]<br>
Je suis celui qui l'a rencontré.<br><br><br>,[ I'm the one who met him. ]<br>
Il fait nuit.<br><br><br>,[ It's night. ]<br>
Il est plein aux as.<br><br><br>,[ He's loaded. ]<br>
Je suis beau.<br><br><br>,[ I'm beautiful. ]<br>
Vous êtes allé trop loin.<br><br><br>,[ You have gone too far. ]<br>
J'ai besoin de plus de pouvoir.<br><br><br>,[ I need more power. ]<br>
Elle est si jeune.<br><br><br>,[ She's so young. ]<br>
Je n'ai pas de chance.<br><br><br>,[ I have no luck. ]<br>
Je ne me rappelle rien.<br><br><br>,[ I don't remember a thing. ]<br>
Tu aurais dû le voir !<br><br><br>,[ You should have seen him. ]<br>
Ce travail m'a beaucoup demandé.<br><br><br>,[ That job took a lot out of me. ]<br>
Il est arrivé ici maintenant.<br><br><br>,[ He has arrived here now. ]<br>
Je sais où partir.<br><br><br>,[ I know where to go. ]<br>
J'ai des choses à faire.<br><br><br>,[ I've got things to do. ]<br>
J'ai du temps.<br><br><br>,[ I have some time. ]<br>
Il travaille avec moi au bureau.<br><br><br>,[ He works with me at the office. ]<br>
"Je suis allé à l'école, hier.<br><br><br>",[ I went to school yesterday. ]<br>
Personne ne vous l'a demandé.<br><br><br>,[ No one asked you. ]<br>
Vous êtes tellement gentil !<br><br><br>,[ You're so sweet. ]<br>
Je me souviens avoir dit ça.<br><br><br>,[ I remember saying that. ]<br>
Il l'a fait pour l'argent.<br><br><br>,[ He did it for the money. ]<br>
On le sait déjà.<br><br><br>,[ That is old news. ]<br>
Plutôt lui que moi.<br><br><br>,[ Better him than me. ]<br>
Je vous ai toujours aimé.<br><br><br>,[ I've always loved you. ]<br>
Elle lui a donné beaucoup d'argent.<br><br><br>,[ She gave him a lot of money. ]<br>
Je l'ai déjà rencontré.<br><br><br>,[ I have met him before. ]<br>
Elle a l'air jeune.<br><br><br>,[ She looks young. ]<br>
J'étais à la maison.<br><br><br>,[ I was at home. ]<br>
Mon travail n'est pas encore terminé.<br><br><br>,[ My work is not complete yet. ]<br>
Ne sois pas un mauvais garçon.<br><br><br>,[ Don't be a bad boy. ]<br>
J'ai une maison.<br><br><br>,[ I have a house. ]<br>
Tu dois venir.<br><br><br>,[ You have to come. ]<br>
Ce sac n'est pas petit.<br><br><br>,[ This bag is not small. ]<br>
Je pense que ça marche.<br><br><br>,[ I think it works. ]<br>
Je serai dans ma chambre.<br><br><br>,[ I'm going to be in my room. ]<br>
J'ai oublié qui avait dit ça.<br><br><br>,[ I forgot who said that. ]<br>
Tu as quelques livres.<br><br><br>,[ You have some books. ]<br>
Il fait trop la fête.<br><br><br>,[ He parties too much. ]<br>
Je ne m'en souviens pas.<br><br><br>,[ I don't remember it. ]<br>
Je compte sur toi.<br><br><br>,[ I'm counting on you. ]<br>
Il a ouvert la porte.<br><br><br>,[ He pulled open the door. ]<br>
Je n'ai pas de plan.<br><br><br>,[ I don't have a plan. ]<br>
Ce n'est pas une mauvaise idée.<br><br><br>,[ That's not a bad idea. ]<br>
Personne ne te le demande.<br><br><br>,[ No one is asking you. ]<br>
Ne lui fais pas confiance.<br><br><br>,[ Don't trust him. ]<br>
J'ai une voiture.<br><br><br>,[ I have a car. ]<br>
Elle me rappelle beaucoup sa mère.<br><br><br>,[ She reminds me very much of her mother. ]<br>
"Je n'ai presque plus d'argent, maintenant.<br><br><br>",[ I have almost no money now. ]<br>
C'était trop difficile pour moi.<br><br><br>,[ It was too difficult for me. ]<br>
La nuit ne fait que commencer.<br><br><br>,[ The night's still young. ]<br>
Je suis en colère après vous.<br><br><br>,[ I'm mad at you. ]<br>
Il sera bientôt là.<br><br><br>,[ He'll be here soon. ]<br>
Cela va sans dire.<br><br><br>,[ That goes without saying. ]<br>
Vous êtes mes amis.<br><br><br>,[ You are my friends. ]<br>
J'ai peur de la mort.<br><br><br>,[ I am afraid of death. ]<br>
Tu aurais dû faire comme ça.<br><br><br>,[ You should have done so. ]<br>
Cette phrase ne veut rien dire.<br><br><br>,[ This sentence doesn't mean anything. ]<br>
Il sait assez bien lire.<br><br><br>,[ He can read well enough. ]<br>
Je vous laisse partir.<br><br><br>,[ I'm letting you go. ]<br>
Je lui ai donné quelques livres.<br><br><br>,[ I gave him a few books. ]<br>
Il est toujours occupé.<br><br><br>,[ He is busy all the time. ]<br>
Vous êtes le meilleur.<br><br><br>,[ You're the greatest. ]<br>
Il n'y avait personne.<br><br><br>,[ There was nobody there. ]<br>
Il est tellement jeune.<br><br><br>,[ He's so young. ]<br>
Il voulait venir avec nous.<br><br><br>,[ He wanted to come with us. ]<br>
Ne te soucie pas de moi.<br><br><br>,[ Don't worry about me. ]<br>
J'ai oublié qui l'a dit.<br><br><br>,[ I forget who said it. ]<br>
Regarde cette femme là !<br><br><br>,[ Check out that woman! ]<br>
Vous devez trouver du travail.<br><br><br>,[ You must find work. ]<br>
Vous avez été mon amie.<br><br><br>,[ You were my friend. ]<br>
C'est tellement bon.<br><br><br>,[ This is so good. ]<br>
Il a refusé de le voir.<br><br><br>,[ He turned a blind eye. ]<br>
J'ai tout vu.<br><br><br>,[ I've seen it all. ]<br>
Elle a beaucoup de vêtements.<br><br><br>,[ She has quite a lot of clothes. ]<br>
Je parle de mon amie.<br><br><br>,[ I speak of my friend. ]<br>
C'est vous le professeur.<br><br><br>,[ You're the teacher. ]<br>
Je lui dis bonne nuit.<br><br><br>,[ I bade good night to her. ]<br>
C'est le temps d'aller à l'école.<br><br><br>,[ It's time to go to school. ]<br>
Je pense qu'il va être malade.<br><br><br>,[ I think he's going to be sick. ]<br>
Qui t'a donné ça ?<br><br><br>,[ Who gave you this? ]<br>
Elle a fait ses devoirs.<br><br><br>,[ She's done her homework. ]<br>
Ils sont juste derrière toi.<br><br><br>,[ They're right behind you. ]<br>
Je comprends votre problème.<br><br><br>,[ I understand your problem. ]<br>
Où se trouve l'école ?<br><br><br>,[ Where is the school? ]<br>
Je n'ai pas toute la journée.<br><br><br>,[ I don't have all day. ]<br>
